kind,rowid,owner,mid,date_ts,text,permalink,has_media,map_conf
post,147,rubpak54,165,,"Ніяка літня спека не стане на заваді зустрічі окупантів з вашими FPV
Хочете більше дохлих кацапів? Приєднуйтесь до нашого збору
👇
🔗
Посилання на банку та номер картки:
https://linktr.ee/54rubpak
PayPal: rubpak54ombr@gmail.com
❤️‍🩹
Щоб підтримати збір, можна закинути 5-10-15 гривень, адже кожна гривня важлива
Дякуємо за підтримку та донати!",https://t.me/rubpak54/165,0,
post,148,rubpak54,166,,"Аааа пчих!
Хочете більше дохлих кацапів? Приєднуйтесь до нашого збору
👇
🔗
Посилання на банку та номер картки:
https://linktr.ee/54rubpak
PayPal: rubpak54ombr@gmail.com
❤️‍🩹
Щоб підтримати збір, можна закинути 5-10-15 гривень, адже кожна гривня важлива
Дякуємо за підтримку та донати!",https://t.me/rubpak54/166,0,
post,149,rubpak54,167,,"Ми бачимо всіх. Від нас не сховаєшся. Нас не уникнути
Хочете більше дохлих кацапів? Приєднуйтесь до нашого збору
👇
🔗
Посилання на банку та номер картки:
https://linktr.ee/54rubpak
PayPal: rubpak54ombr@gmail.com
❤️‍🩹
Щоб підтримати збір, можна закинути 5-10-15 гривень, адже кожна гривня важлива
Дякуємо за підтримку та донати!",https://t.me/rubpak54/167,0,
post,150,rubpak54,168,,"Помстимося за кожну дитину, кожну скалічену війною родину
🤬
Хочете більше дохлих кацапів? Приєднуйтесь до нашого збору
👇
🔗
Посилання на банку та номер картки:
https://linktr.ee/54rubpak
PayPal: rubpak54ombr@gmail.com
❤️‍🩹
Щоб підтримати збір, можна закинути 5-10-15 гривень, адже кожна гривня важлива
Дякуємо за підтримку та донати!",https://t.me/rubpak54/168,0,
post,151,rubpak54,169,,"Наша помста буде нещадною!
Хочете більше дохлих кацапів? Приєднуйтесь до нашого збору
👇
🔗
Посилання на банку та номер картки:
https://linktr.ee/54rubpak
PayPal: rubpak54ombr@gmail.com
❤️‍🩹
Щоб підтримати збір, можна закинути 5-10-15 гривень, адже кожна гривня важлива
Дякуємо за підтримку та донати!",https://t.me/rubpak54/169,0,
post,152,rubpak54,170,,"Остання реакція орка перед смертю
😈
Хочете більше дохлих кацапів? Приєднуйтесь до нашого збору
👇
🔗
Посилання на банку та номер картки:
https://linktr.ee/54rubpak
PayPal: rubpak54ombr@gmail.com
❤️‍🩹
Щоб підтримати збір, можна закинути 5-10-15 гривень, адже кожна гривня важлива
Дякуємо за підтримку та донати!",https://t.me/rubpak54/170,0,
post,153,rubpak54,171,,"ДРОН «КАЖАН» РОЗНОСИТЬ БЛІНДАЖІ РОСІЯН: бійці 54 бригади показують майстерклас зі знищення окупантів
Хочете більше дохлих кацапів? Приєднуйтесь до нашого збору
👇
🔗
Посилання на банку та номер картки:
https://linktr.ee/54rubpak
PayPal: rubpak54ombr@gmail.com
❤️‍🩹
Щоб підтримати збір, можна закинути 5-10-15 гривень, адже кожна гривня важлива
Дякуємо за підтримку та донати!",https://t.me/rubpak54/171,0,
post,154,rubpak54,172,,"Ми ж попереджали, що від нас не сховаєшся
😡
Хочете більше дохлих кацапів? Приєднуйтесь до нашого збору
👇
🔗
Посилання на банку та номер картки:
https://linktr.ee/54rubpak
PayPal: rubpak54ombr@gmail.com
❤️‍🩹
Щоб підтримати збір, можна закинути 5-10-15 гривень, адже кожна гривня важлива
Дякуємо за підтримку та донати!",https://t.me/rubpak54/172,0,
post,155,rubpak54,173,,"😎
😎
😎
Хочете більше дохлих кацапів? Приєднуйтесь до нашого збору
👇
🔗
Посилання на банку та номер картки:
https://linktr.ee/54rubpak
PayPal: rubpak54ombr@gmail.com
❤️‍🩹
Щоб підтримати збір, можна закинути 5-10-15 гривень, адже кожна гривня важлива
Дякуємо за підтримку та донати!",https://t.me/rubpak54/173,0,
post,156,rubpak54,132,,"Для них це завжди несподіванка
😈
Збираємо на 40 FPV-дронів для ще ефективнішого знищення ворога
👇
🔗
Посилання на банку та номер картки:
https://linktr.ee/54rubpak
PayPal: rubpak54ombr@gmail.com
❤️‍🩹
Щоб підтримати збір, можна закинути 5-10-15 гривень, адже кожна гривня важлива
Дякуємо за підтримку та донати!",https://t.me/rubpak54/132,1,
post,157,rubpak54,133,,"Не втомлюємось дякувати вам - Мисливці на орків
🙏
Збираємо на 40 FPV-дронів для ще ефективнішого знищення ворога
👇
🔗
Посилання на банку та номер картки:
https://linktr.ee/54rubpak
PayPal: rubpak54ombr@gmail.com
❤️‍🩹
Щоб підтримати збір, можна закинути 5-10-15 гривень, адже кожна гривня важлива
Дякуємо за підтримку та донати!",https://t.me/rubpak54/133,0,
post,158,rubpak54,134,,"Безмежно вдячні панові Стерненко за 50 FPV
🫡
Збираємо на 40 FPV-дронів для ще ефективнішого знищення ворога
👇
🔗
Посилання на банку та номер картки:
https://linktr.ee/54rubpak
PayPal: rubpak54ombr@gmail.com
❤️‍🩹
Щоб підтримати збір, можна закинути 5-10-15 гривень, адже кожна гривня важлива
Дякуємо за підтримку та донати!",https://t.me/rubpak54/134,0,
post,159,rubpak54,135,,"Святкове полювання на русню в честь перетворення нашої роти у батальйон
🥳
Збираємо на 40 FPV-дронів для ще ефективнішого знищення ворога
👇
🔗
Посилання на банку та номер картки:
https://linktr.ee/54rubpak
PayPal: rubpak54ombr@gmail.com
❤️‍🩹
Щоб підтримати збір, можна закинути 5-10-15 гривень, адже кожна гривня важлива
Дякуємо за підтримку та донати!",https://t.me/rubpak54/135,0,
post,161,rubpak54,137,,"Тільки під такі треки і працюємо
😎
Збираємо на 40 FPV-дронів для ще ефективнішого знищення ворога
👇
🔗
Посилання на банку та номер картки:
https://linktr.ee/54rubpak
PayPal: rubpak54ombr@gmail.com
❤️‍🩹
Щоб підтримати збір, можна закинути 5-10-15 гривень, адже кожна гривня важлива
Дякуємо за підтримку та донати!",https://t.me/rubpak54/137,0,
post,162,rubpak54,138,,"Дякуємо учням 160 ліцею міста Харкова!
Збираємо на 40 FPV-дронів для ще ефективнішого знищення ворога
👇
🔗
Посилання на банку та номер картки:
https://linktr.ee/54rubpak
PayPal: rubpak54ombr@gmail.com
❤️‍🩹
Щоб підтримати збір, можна закинути 5-10-15 гривень, адже кожна гривня важлива
Дякуємо за підтримку та донати!",https://t.me/rubpak54/138,0,
post,163,rubpak54,139,,"Коли побратим хизується наслідками роботи FPV по живій силі противника
Збираємо на 40 FPV-дронів для ще ефективнішого знищення ворога
👇
🔗
Посилання на банку та номер картки:
https://linktr.ee/54rubpak
PayPal: rubpak54ombr@gmail.com
❤️‍🩹
Щоб підтримати збір, можна закинути 5-10-15 гривень, адже кожна гривня важлива
Дякуємо за підтримку та донати!",https://t.me/rubpak54/139,0,
post,164,rubpak54,140,,"Зачекались
😈
Збираємо на 40 FPV-дронів для ще ефективнішого знищення ворога
👇
🔗
Посилання на банку та номер картки:
https://linktr.ee/54rubpak
PayPal: rubpak54ombr@gmail.com
❤️‍🩹
Щоб підтримати збір, можна закинути 5-10-15 гривень, адже кожна гривня важлива
Дякуємо за підтримку та донати!",https://t.me/rubpak54/140,0,
post,165,rubpak54,141,,"Красиво нищимо русню вашими FPV
🔥
Хочете більше дохлих кацапів? Приєднуйтесь до нашого збору
👇
🔗
Посилання на банку та номер картки:
https://linktr.ee/54rubpak
PayPal: rubpak54ombr@gmail.com
❤️‍🩹
Щоб підтримати збір, можна закинути 5-10-15 гривень, адже кожна гривня важлива
Дякуємо за підтримку та донати!",https://t.me/rubpak54/141,0,
post,166,rubpak54,142,,"Чергова порція дохлої русні для вашого задоволення
😈
Хочете більше дохлих кацапів? Приєднуйтесь до нашого збору
👇
🔗
Посилання на банку та номер картки:
https://linktr.ee/54rubpak
PayPal: rubpak54ombr@gmail.com
❤️‍🩹
Щоб підтримати збір, можна закинути 5-10-15 гривень, адже кожна гривня важлива
Дякуємо за підтримку та донати!",https://t.me/rubpak54/142,0,
post,167,rubpak54,143,,"ворог пускає салюти на честь ваших FPV
🎆
Хочете більше дохлих кацапів? Приєднуйтесь до нашого збору
👇
🔗
Посилання на банку та номер картки:
https://linktr.ee/54rubpak
PayPal: rubpak54ombr@gmail.com
❤️‍🩹
Щоб підтримати збір, можна закинути 5-10-15 гривень, адже кожна гривня важлива
Дякуємо за підтримку та донати!",https://t.me/rubpak54/143,0,
post,168,rubpak54,144,,"Батальйон безпілотних систем Небесна Кара 54 ОМБр
Хочете більше дохлих кацапів? Приєднуйтесь до нашого збору
👇
🔗
Посилання на банку та номер картки:
https://linktr.ee/54rubpak
PayPal: rubpak54ombr@gmail.com
❤️‍🩹
Щоб підтримати збір, можна закинути 5-10-15 гривень, адже кожна гривня важлива
Дякуємо за підтримку та донати!",https://t.me/rubpak54/144,0,
post,170,rubpak54,147,,"Обробляємо землю від колорадів
🪲
Хочете більше дохлих кацапів? Приєднуйтесь до нашого збору
👇
🔗
Посилання на банку та номер картки:
https://linktr.ee/54rubpak
PayPal: rubpak54ombr@gmail.com
❤️‍🩹
Щоб підтримати збір, можна закинути 5-10-15 гривень, адже кожна гривня важлива
Дякуємо за підтримку та донати!",https://t.me/rubpak54/147,0,
post,171,rubpak54,148,,"Дякуємо за 21 FPV-дрон!
Хочете більше дохлих кацапів? Приєднуйтесь до нашого збору
👇
🔗
Посилання на банку та номер картки:
https://linktr.ee/54rubpak
PayPal: rubpak54ombr@gmail.com
❤️‍🩹
Щоб підтримати збір, можна закинути 5-10-15 гривень, адже кожна гривня важлива
Дякуємо за підтримку та донати!",https://t.me/rubpak54/148,0,
post,172,rubpak54,149,,"Робимо з русні шкварки вашими FPV
Хочете більше дохлих кацапів? Приєднуйтесь до нашого збору
👇
🔗
Посилання на банку та номер картки:
https://linktr.ee/54rubpak
PayPal: rubpak54ombr@gmail.com
❤️‍🩹
Щоб підтримати збір, можна закинути 5-10-15 гривень, адже кожна гривня важлива
Дякуємо за підтримку та донати!",https://t.me/rubpak54/149,0,
post,173,rubpak54,150,,"Від нас не сховаєшся
😈
Хочете більше дохлих кацапів? Приєднуйтесь до нашого збору
👇
🔗
Посилання на банку та номер картки:
https://linktr.ee/54rubpak
PayPal: rubpak54ombr@gmail.com
❤️‍🩹
Щоб підтримати збір, можна закинути 5-10-15 гривень, адже кожна гривня важлива
Дякуємо за підтримку та донати!",https://t.me/rubpak54/150,0,
post,174,rubpak54,151,,"Та не було там нікого, тільки купа лайна
💩
Хочете більше дохлих кацапів? Приєднуйтесь до нашого збору
👇
🔗
Посилання на банку та номер картки:
https://linktr.ee/54rubpak
PayPal: rubpak54ombr@gmail.com
❤️‍🩹
Щоб підтримати збір, можна закинути 5-10-15 гривень, адже кожна гривня важлива
Дякуємо за підтримку та донати!",https://t.me/rubpak54/151,0,
post,175,rubpak54,152,,"Чистимо нори від шкідників і не тільки
💥
Хочете більше дохлих кацапів? Приєднуйтесь до нашого збору
👇
🔗
Посилання на банку та номер картки:
https://linktr.ee/54rubpak
PayPal: rubpak54ombr@gmail.com
❤️‍🩹
Щоб підтримати збір, можна закинути 5-10-15 гривень, адже кожна гривня важлива
Дякуємо за підтримку та донати!",https://t.me/rubpak54/152,0,
post,176,rubpak54,112,,"А з чого починається ваш ранок
🌅
☺️
?
Збираємо на 20 FPV-дронів для ще ефективнішого знищення ворога
👇
🔗
Посилання на банку та номер картки:
https://linktr.ee/54rubpak
PayPal: rubpak54ombr@gmail.com
❤️‍🩹
Щоб підтримати збір, можна закинути 5-10-15 гривень, адже кожна гривня важлива
Дякуємо за підтримку та донати!",https://t.me/rubpak54/112,0,
post,177,rubpak54,113,,"Стоятимемо до Перемоги!
Збираємо на 20 FPV-дронів для ще ефективнішого знищення ворога
👇
🔗
Посилання на банку та номер картки:
https://linktr.ee/54rubpak
PayPal: rubpak54ombr@gmail.com
❤️‍🩹
Щоб підтримати збір, можна закинути 5-10-15 гривень, адже кожна гривня важлива
Дякуємо за підтримку та донати!",https://t.me/rubpak54/113,0,
post,178,rubpak54,114,,"Що ж у тому чорному ящику?
🤔
Збираємо на 20 FPV-дронів для ще ефективнішого знищення ворога
👇
🔗
Посилання на банку та номер картки:
https://linktr.ee/54rubpak
PayPal: rubpak54ombr@gmail.com
❤️‍🩹
Щоб підтримати збір, можна закинути 5-10-15 гривень, адже кожна гривня важлива
Дякуємо за підтримку та донати!",https://t.me/rubpak54/114,0,
